"Year","Measure Type","Leading 10 Ranking","Measure","Group","Subgroup","Estimate Type","Estimate","Standard Error","Lower 95% CI","Upper 95% CI","Reliable"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","West","Visit count","1,022,000","242,000","547,000","1,497,000","Yes"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Private insurance","Visit count","643,000","101,000","444,000","841,000","Yes"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Medicare","Visit count","741,000","123,000","500,000","982,000","Yes"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Medicaid","Visit count","1,599,000","298,000","1,015,000","2,183,000","Yes"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Uninsured","Visit count","452,000","93,000","270,000","633,000","Yes"
"2020","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","0","All diagnoses","Total","All visits","Visit count","139,781,000","8,457,000","123,205,000","156,358,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By sex","Female","Visit count","75,609,000","4,756,000","66,287,000","84,931,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By sex","Male","Visit count","64,173,000","3,883,000","56,563,000","71,783,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By age","0-17 years old","Visit count","28,881,000","3,712,000","21,605,000","36,157,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By age","18-44 years old","Visit count","51,928,000","3,408,000","45,248,000","58,609,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By age","45-64 years old","Visit count","31,863,000","2,146,000","27,657,000","36,069,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By age","65+ years old","Visit count","27,109,000","1,904,000","23,378,000","30,840,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic white","Visit count","79,789,000","5,824,000","68,374,000","91,205,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic black","Visit count","32,873,000","3,212,000","26,577,000","39,170,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By race/ethnicity","Hispanic","Visit count","22,105,000","2,490,000","17,225,000","26,985,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic other","Visit count","5,014,000","551,000","3,933,000","6,094,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By region","Northeast","Visit count","23,905,000","3,006,000","18,012,000","29,797,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By region","Midwest","Visit count","31,291,000","3,264,000","24,894,000","37,688,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By region","South","Visit count","53,418,000","5,632,000","42,380,000","64,456,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By region","West","Visit count","31,168,000","4,489,000","22,368,000","39,967,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","0","All diagnoses","By primary payment source","Private insurance","Visit count","37,839,000","3,135,000","31,695,000","43,983,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By primary payment source","Medicare","Visit count","27,791,000","2,219,000","23,441,000","32,141,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By primary payment source","Medicaid","Visit count","47,086,000","3,756,000","39,724,000","54,449,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By primary payment source","Uninsured","Visit count","9,363,000","1,578,000","6,270,000","12,456,000","Yes"
"2021","By primary diagnosis","0","All diagnoses","By primary payment source","Other","Visit count","4,401,000","516,000","3,390,000","5,411,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","Total","All visits","Visit count","36,410,000","2,692,000","31,134,000","41,687,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By sex","Female","Visit count","20,470,000","1,565,000","17,402,000","23,537,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By sex","Male","Visit count","15,941,000","1,235,000","13,521,000","18,361,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","0-17 years old","Visit count","7,756,000","1,332,000","5,144,000","10,368,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","18-44 years old","Visit count","12,472,000","980,000","10,550,000","14,393,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","45-64 years old","Visit count","8,555,000","740,000","7,104,000","10,006,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By age","65+ years old","Visit count","7,628,000","642,000","6,369,000","8,887,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Non-Hispanic white","Visit count","20,964,000","1,809,000","17,418,000","24,511,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Non-Hispanic black","Visit count","7,772,000","859,000","6,088,000","9,457,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Hispanic","Visit count","6,447,000","1,015,000","4,457,000","8,437,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By race/ethnicity","Non-Hispanic other","Visit count","1,226,000","167,000","900,000","1,553,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","Northeast","Visit count","6,480,000","1,033,000","4,455,000","8,505,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","Midwest","Visit count","8,289,000","1,134,000","6,066,000","10,512,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","South","Visit count","12,853,000","1,631,000","9,657,000","16,050,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By region","West","Visit count","8,787,000","1,494,000","5,858,000","11,716,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Private insurance","Visit count","10,507,000","954,000","8,637,000","12,376,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Medicare","Visit count","7,638,000","733,000","6,201,000","9,075,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Medicaid","Visit count","12,097,000","1,278,000","9,592,000","14,603,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Uninsured","Visit count","1,979,000","370,000","1,255,000","2,704,000","Yes"
"2021","By primary diagnosis","1","1. Symptoms, signs, and abnormal clinical and laboratory findings","By primary payment source","Other","Visit count","920,000","153,000","620,000","1,220,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","Total","All visits","Visit count","23,647,000","1,588,000","20,535,000","26,759,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By sex","Female","Visit count","10,917,000","815,000","9,320,000","12,514,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By sex","Male","Visit count","12,730,000","905,000","10,956,000","14,504,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By age","0-17 years old","Visit count","6,915,000","744,000","5,457,000","8,373,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By age","18-44 years old","Visit count","8,481,000","618,000","7,268,000","9,693,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By age","45-64 years old","Visit count","4,178,000","342,000","3,508,000","4,847,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By age","65+ years old","Visit count","4,074,000","386,000","3,318,000","4,830,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Non-Hispanic white","Visit count","15,008,000","1,210,000","12,638,000","17,379,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Non-Hispanic black","Visit count","4,488,000","478,000","3,550,000","5,425,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Hispanic","Visit count","3,459,000","433,000","2,612,000","4,307,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By race/ethnicity","Non-Hispanic other","Visit count","692,000","125,000","447,000","936,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By region","Northeast","Visit count","3,307,000","490,000","2,348,000","4,267,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By region","Midwest","Visit count","5,154,000","576,000","4,025,000","6,283,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By region","South","Visit count","9,016,000","1,009,000","7,039,000","10,994,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By region","West","Visit count","6,170,000","967,000","4,274,000","8,065,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","2","2. Injury and poisoning","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Private insurance","Visit count","7,029,000","634,000","5,786,000","8,271,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Medicare","Visit count","4,020,000","390,000","3,256,000","4,784,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Medicaid","Visit count","7,330,000","685,000","5,987,000","8,673,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Uninsured","Visit count","1,899,000","330,000","1,253,000","2,545,000","Yes"
"2021","By primary diagnosis","2","2. Injury and poisoning","By primary payment source","Other","Visit count","1,270,000","153,000","970,000","1,570,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","Total","All visits","Visit count","10,221,000","803,000","8,646,000","11,796,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By sex","Female","Visit count","5,757,000","523,000","4,733,000","6,781,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By sex","Male","Visit count","4,464,000","385,000","3,711,000","5,218,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By age","0-17 years old","Visit count","3,775,000","588,000","2,622,000","4,928,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By age","18-44 years old","Visit count","2,845,000","237,000","2,380,000","3,310,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By age","45-64 years old","Visit count","1,797,000","181,000","1,442,000","2,152,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By age","65+ years old","Visit count","1,804,000","246,000","1,321,000","2,287,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Non-Hispanic white","Visit count","5,113,000","412,000","4,305,000","5,920,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Non-Hispanic black","Visit count","3,101,000","411,000","2,295,000","3,907,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Hispanic","Visit count","1,608,000","288,000","1,043,000","2,173,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By race/ethnicity","Non-Hispanic other","Visit count","399,000","87,000","228,000","570,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By region","Northeast","Visit count","1,528,000","362,000","818,000","2,238,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By region","Midwest","Visit count","2,340,000","336,000","1,681,000","2,999,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By region","South","Visit count","4,667,000","581,000","3,527,000","5,806,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By region","West","Visit count","1,687,000","252,000","1,194,000","2,180,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Private insurance","Visit count","2,485,000","324,000","1,850,000","3,119,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Medicare","Visit count","1,986,000","251,000","1,494,000","2,478,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Medicaid","Visit count","3,917,000","437,000","3,061,000","4,773,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Uninsured","Visit count","700,000","156,000","395,000","1,006,000","Yes"
"2021","By primary diagnosis","3","3. Diseases of the respiratory system","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","Total","All visits","Visit count","9,456,000","734,000","8,017,000","10,894,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By sex","Female","Visit count","5,337,000","440,000","4,474,000","6,200,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By sex","Male","Visit count","4,119,000","388,000","3,358,000","4,880,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","0-17 years old","Visit count","841,000","137,000","572,000","1,110,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","18-44 years old","Visit count","3,812,000","366,000","3,095,000","4,528,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","45-64 years old","Visit count","2,952,000","278,000","2,406,000","3,497,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By age","65+ years old","Visit count","1,851,000","213,000","1,434,000","2,268,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Non-Hispanic white","Visit count","5,301,000","481,000","4,359,000","6,243,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Non-Hispanic black","Visit count","2,594,000","353,000","1,901,000","3,286,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Hispanic","Visit count","1,308,000","169,000","977,000","1,640,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By race/ethnicity","Non-Hispanic other","Visit count","253,000","52,000","151,000","355,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","Northeast","Visit count","2,068,000","308,000","1,465,000","2,672,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","Midwest","Visit count","2,101,000","252,000","1,607,000","2,596,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","South","Visit count","3,138,000","415,000","2,326,000","3,951,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By region","West","Visit count","2,147,000","457,000","1,252,000","3,043,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Private insurance","Visit count","2,673,000","295,000","2,095,000","3,252,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Medicare","Visit count","1,944,000","227,000","1,499,000","2,389,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Medicaid","Visit count","3,051,000","304,000","2,455,000","3,646,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Uninsured","Visit count","560,000","97,000","371,000","750,000","Yes"
"2021","By primary diagnosis","4","4. Diseases of the musculoskeletal system and connective tissue","By primary payment source","Other","Visit count","396,000","77,000","245,000","547,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","Total","All visits","Visit count","8,447,000","641,000","7,190,000","9,704,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By sex","Female","Visit count","4,363,000","365,000","3,648,000","5,078,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By sex","Male","Visit count","4,084,000","366,000","3,366,000","4,801,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By age","0-17 years old","Visit count","1,360,000","233,000","903,000","1,817,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By age","18-44 years old","Visit count","3,386,000","334,000","2,733,000","4,040,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By age","45-64 years old","Visit count","2,125,000","248,000","1,640,000","2,611,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By age","65+ years old","Visit count","1,575,000","204,000","1,176,000","1,975,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Non-Hispanic white","Visit count","5,255,000","525,000","4,225,000","6,285,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Non-Hispanic black","Visit count","1,773,000","190,000","1,401,000","2,145,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Hispanic","Visit count","1,050,000","153,000","750,000","1,350,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By race/ethnicity","Non-Hispanic other","Visit count","369,000","78,000","216,000","522,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By region","Northeast","Visit count","1,281,000","190,000","908,000","1,653,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By region","Midwest","Visit count","2,010,000","267,000","1,487,000","2,534,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By region","South","Visit count","3,285,000","430,000","2,442,000","4,127,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By region","West","Visit count","1,871,000","345,000","1,194,000","2,547,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Private insurance","Visit count","2,185,000","280,000","1,636,000","2,735,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Medicare","Visit count","1,844,000","230,000","1,392,000","2,296,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Medicaid","Visit count","2,717,000","244,000","2,240,000","3,195,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Uninsured","Visit count","626,000","160,000","313,000","940,000","Yes"
"2021","By primary diagnosis","5","5. Diseases of the digestive system","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","Total","All visits","Visit count","7,679,000","588,000","6,527,000","8,831,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By sex","Female","Visit count","4,849,000","399,000","4,066,000","5,632,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By sex","Male","Visit count","2,830,000","251,000","2,338,000","3,322,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","0-17 years old","Visit count","722,000","114,000","499,000","946,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","18-44 years old","Visit count","3,439,000","333,000","2,787,000","4,090,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","45-64 years old","Visit count","1,670,000","180,000","1,317,000","2,023,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By age","65+ years old","Visit count","1,848,000","195,000","1,465,000","2,231,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Non-Hispanic white","Visit count","4,605,000","415,000","3,791,000","5,419,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Non-Hispanic black","Visit count","1,649,000","289,000","1,082,000","2,215,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Hispanic","Visit count","1,132,000","238,000","664,000","1,599,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By race/ethnicity","Non-Hispanic other","Visit count","294,000","64,000","168,000","420,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","Northeast","Visit count","1,117,000","246,000","635,000","1,599,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","Midwest","Visit count","1,502,000","205,000","1,100,000","1,903,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","South","Visit count","3,059,000","374,000","2,327,000","3,792,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By region","West","Visit count","2,001,000","321,000","1,371,000","2,630,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Private insurance","Visit count","1,900,000","182,000","1,544,000","2,257,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Medicare","Visit count","1,894,000","212,000","1,479,000","2,308,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Medicaid","Visit count","2,333,000","282,000","1,780,000","2,887,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Uninsured","Visit count","639,000","161,000","323,000","956,000","Yes"
"2021","By primary diagnosis","6","6. Diseases of the genitourinary system","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","Total","All visits","Visit count","5,829,000","566,000","4,719,000","6,939,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By sex","Female","Visit count","2,623,000","390,000","1,859,000","3,388,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By sex","Male","Visit count","3,206,000","286,000","2,644,000","3,767,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","0-17 years old","Visit count","557,000","111,000","339,000","774,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","18-44 years old","Visit count","3,240,000","361,000","2,533,000","3,948,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","45-64 years old","Visit count","1,514,000","210,000","1,103,000","1,926,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By age","65+ years old","Visit count","518,000","73,000","375,000","660,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Non-Hispanic white","Visit count","3,038,000","351,000","2,351,000","3,726,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Non-Hispanic black","Visit count","1,368,000","193,000","990,000","1,746,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Hispanic","Visit count","1,108,000","170,000","774,000","1,442,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By race/ethnicity","Non-Hispanic other","Visit count","314,000","82,000","153,000","476,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","Northeast","Visit count","1,502,000","230,000","1,051,000","1,954,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","Midwest","Visit count","1,110,000","184,000","750,000","1,470,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","South","Visit count","1,649,000","403,000","860,000","2,438,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By region","West","Visit count","1,568,000","268,000","1,042,000","2,094,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Private insurance","Visit count","1,531,000","312,000","920,000","2,141,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Medicare","Visit count","659,000","104,000","454,000","863,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Medicaid","Visit count","2,349,000","283,000","1,795,000","2,904,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Uninsured","Visit count","533,000","132,000","275,000","792,000","Yes"
"2021","By primary diagnosis","7","7. Mental, behavioral, and neurodevelopmental disorders","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","Total","All visits","Visit count","5,431,000","507,000","4,437,000","6,424,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By sex","Female","Visit count","2,724,000","276,000","2,182,000","3,265,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By sex","Male","Visit count","2,707,000","301,000","2,117,000","3,297,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By age","0-17 years old","Visit count",,,,,"No"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By age","18-44 years old","Visit count","851,000","134,000","588,000","1,114,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By age","45-64 years old","Visit count","2,048,000","265,000","1,529,000","2,566,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By age","65+ years old","Visit count","2,398,000","275,000","1,860,000","2,936,000","Yes"
