"Year","Measure Type","Leading 10 Ranking","Measure","Group","Subgroup","Estimate Type","Estimate","Standard Error","Lower 95% CI","Upper 95% CI","Reliable"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Private insurance","Visit count","2,644,000","320,000","2,016,000","3,272,000","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Medicare","Visit count","1,567,000","194,000","1,187,000","1,947,000","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Medicaid","Visit count","2,070,000","260,000","1,560,000","2,580,000","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Uninsured","Visit count","470,000","118,000","238,000","701,000","Yes"
"2021","By reason for visit","2","2. Chest pain and related symptoms (not referable to body systems)","By primary payment source","Other","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","Total","All visits","Visit count","4,655,000","596,000","3,487,000","5,824,000","Yes"
"2021","By reason for visit","3","3. Cough","By sex","Female","Visit count","2,639,000","387,000","1,881,000","3,398,000","Yes"
"2021","By reason for visit","3","3. Cough","By sex","Male","Visit count","2,016,000","313,000","1,402,000","2,630,000","Yes"
"2021","By reason for visit","3","3. Cough","By age","0-17 years old","Visit count","2,442,000","503,000","1,457,000","3,428,000","Yes"
"2021","By reason for visit","3","3. Cough","By age","18-44 years old","Visit count","1,118,000","159,000","806,000","1,430,000","Yes"
"2021","By reason for visit","3","3. Cough","By age","45-64 years old","Visit count","717,000","112,000","498,000","936,000","Yes"
"2021","By reason for visit","3","3. Cough","By age","65+ years old","Visit count","378,000","88,000","205,000","551,000","Yes"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Non-Hispanic white","Visit count","2,091,000","259,000","1,583,000","2,599,000","Yes"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Non-Hispanic black","Visit count","1,274,000","241,000","802,000","1,745,000","Yes"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Hispanic","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","By region","Northeast","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","By region","Midwest","Visit count","1,071,000","253,000","575,000","1,566,000","Yes"
"2021","By reason for visit","3","3. Cough","By region","South","Visit count","2,343,000","484,000","1,395,000","3,291,000","Yes"
"2021","By reason for visit","3","3. Cough","By region","West","Visit count","622,000","96,000","435,000","810,000","Yes"
"2021","By reason for visit","3","3. Cough","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","By primary payment source","Private insurance","Visit count","1,106,000","204,000","705,000","1,506,000","Yes"
"2021","By reason for visit","3","3. Cough","By primary payment source","Medicare","Visit count","426,000","92,000","245,000","607,000","Yes"
"2021","By reason for visit","3","3. Cough","By primary payment source","Medicaid","Visit count","2,419,000","452,000","1,533,000","3,305,000","Yes"
"2021","By reason for visit","3","3. Cough","By primary payment source","Uninsured","Visit count",,,,,"No"
"2021","By reason for visit","3","3. Cough","By primary payment source","Other","Visit count",,,,,"No"
"2021","By reason for visit","4","4. Shortness of breath","Total","All visits","Visit count","5,918,000","515,000","4,909,000","6,927,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By sex","Female","Visit count","3,152,000","309,000","2,547,000","3,757,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By sex","Male","Visit count","2,766,000","278,000","2,221,000","3,311,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","0-17 years old","Visit count","465,000","91,000","288,000","643,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","18-44 years old","Visit count","1,522,000","172,000","1,185,000","1,858,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","45-64 years old","Visit count","1,778,000","189,000","1,407,000","2,149,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By age","65+ years old","Visit count","2,153,000","286,000","1,593,000","2,713,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By race/ethnicity","Non-Hispanic white","Visit count","3,595,000","396,000","2,819,000","4,371,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By race/ethnicity","Non-Hispanic black","Visit count","1,374,000","216,000","951,000","1,798,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By race/ethnicity","Hispanic","Visit count","673,000","130,000","418,000","927,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2021","By reason for visit","4","4. Shortness of breath","By region","Northeast","Visit count","1,187,000","222,000","751,000","1,622,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By region","Midwest","Visit count","1,296,000","229,000","847,000","1,744,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By region","South","Visit count","2,318,000","344,000","1,643,000","2,992,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By region","West","Visit count","1,118,000","212,000","702,000","1,535,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By reason for visit","4","4. Shortness of breath","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By reason for visit","4","4. Shortness of breath","By primary payment source","Private insurance","Visit count","1,511,000","192,000","1,135,000","1,887,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By primary payment source","Medicare","Visit count","2,123,000","319,000","1,498,000","2,747,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By primary payment source","Medicaid","Visit count","1,253,000","174,000","912,000","1,595,000","Yes"
"2021","By reason for visit","4","4. Shortness of breath","By primary payment source","Uninsured","Visit count",,,,,"No"
"2021","By reason for visit","4","4. Shortness of breath","By primary payment source","Other","Visit count",,,,,"No"
"2021","By reason for visit","5","5. Fever","Total","All visits","Visit count","4,650,000","617,000","3,442,000","5,859,000","Yes"
"2021","By reason for visit","5","5. Fever","By sex","Female","Visit count","2,549,000","353,000","1,857,000","3,240,000","Yes"
"2021","By reason for visit","5","5. Fever","By sex","Male","Visit count","2,102,000","312,000","1,490,000","2,713,000","Yes"
"2021","By reason for visit","5","5. Fever","By age","0-17 years old","Visit count","3,471,000","578,000","2,339,000","4,604,000","Yes"
"2021","By reason for visit","5","5. Fever","By age","18-44 years old","Visit count","615,000","90,000","439,000","792,000","Yes"
"2021","By reason for visit","5","5. Fever","By age","45-64 years old","Visit count","282,000","70,000","144,000","420,000","Yes"
"2021","By reason for visit","5","5. Fever","By age","65+ years old","Visit count","282,000","75,000","134,000","429,000","Yes"
"2021","By reason for visit","5","5. Fever","By race/ethnicity","Non-Hispanic white","Visit count","2,109,000","278,000","1,564,000","2,655,000","Yes"
"2021","By reason for visit","5","5. Fever","By race/ethnicity","Non-Hispanic black","Visit count","983,000","167,000","657,000","1,310,000","Yes"
"2021","By reason for visit","5","5. Fever","By race/ethnicity","Hispanic","Visit count","1,390,000","315,000","772,000","2,008,000","Yes"
"2021","By reason for visit","5","5. Fever","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2021","By reason for visit","5","5. Fever","By region","Northeast","Visit count",,,,,"No"
"2021","By reason for visit","5","5. Fever","By region","Midwest","Visit count","990,000","243,000","514,000","1,466,000","Yes"
"2021","By reason for visit","5","5. Fever","By region","South","Visit count","1,901,000","410,000","1,096,000","2,705,000","Yes"
"2021","By reason for visit","5","5. Fever","By region","West","Visit count","963,000","256,000","462,000","1,464,000","Yes"
"2021","By reason for visit","5","5. Fever","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By reason for visit","5","5. Fever","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By reason for visit","5","5. Fever","By primary payment source","Private insurance","Visit count","1,296,000","217,000","872,000","1,721,000","Yes"
"2021","By reason for visit","5","5. Fever","By primary payment source","Medicare","Visit count","250,000","55,000","142,000","358,000","Yes"
"2021","By reason for visit","5","5. Fever","By primary payment source","Medicaid","Visit count","2,458,000","440,000","1,595,000","3,321,000","Yes"
"2021","By reason for visit","5","5. Fever","By primary payment source","Uninsured","Visit count",,,,,"No"
"2021","By reason for visit","5","5. Fever","By primary payment source","Other","Visit count",,,,,"No"
"2021","By reason for visit","6","6. Headache, pain in head","Total","All visits","Visit count","3,893,000","395,000","3,119,000","4,667,000","Yes"
